as_of_year,agency_code,loan_type,property_type,loan_purpose,occupancy,loan_amt_thousands,preapproval,county_code,applicant_income_thousands,purchaser_type,hoepa_status,lien_status,population,ffiec_median_fam_income,tract_to_msa_income_pct,num_owner_occupied_units,num_1_to_4_family_units,approved
2016,Federal Deposit Insurance Corporation (FDIC),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,2,345.0,Not applicable,21.0,171.0,Freddie Mac (FHLMC),Not a HOEPA loan,Secured by a first lien,5855.0,113000.0,118.92,1402.0,1456.0,1.0
2016,Federal Deposit Insurance Corporation (FDIC),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Home purchase,1,231.0,Not applicable,7.0,62.0,"Commercial bank, savings bank or savings association",Not a HOEPA loan,Secured by a first lien,6839.0,61600.0,150.88,1537.0,2359.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,382.0,Not applicable,103.0,96.0,Freddie Mac (FHLMC),Not a HOEPA loan,Not applicable (purchased loans),3326.0,106200.0,76.48,1197.0,3556.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,2,55.0,Not applicable,59.0,145.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,4078.0,85000.0,57.55,1025.0,1714.0,0.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,198.0,Preapproval was not requested,5.0,37.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,5086.0,80100.0,93.69,1334.0,1610.0,0.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,2,112.0,Not applicable,3.0,128.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,6062.0,61100.0,77.87,2034.0,3163.0,0.0
2016,Department of Housing and Urban Development (HUD),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Home purchase,1,142.0,Not applicable,35.0,70.0,"Commercial bank, savings bank or savings association",Not a HOEPA loan,Secured by a first lien,6746.0,72800.0,65.12,1043.0,1383.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,285.0,Not applicable,27.0,106.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,6251.0,78500.0,96.73,1876.0,2328.0,0.0
2016,National Credit Union Administration (NCUA),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,59.0,Not applicable,81.0,47.0,"Life insurance company, credit union, mortgage bank, or finance company",Not a HOEPA loan,Secured by a first lien,6703.0,65800.0,80.62,1873.0,2267.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,116.0,Not applicable,1.0,97.0,Fannie Mae (FNMA),Not a HOEPA loan,Not applicable (purchased loans),6059.0,53100.0,57.32,1510.0,2572.0,1.0
2016,Department of Housing and Urban Development (HUD),FHA-insured (Federal Housing Administration),Manufactured housing,Home purchase,1,87.0,Preapproval was not requested,77.0,50.0,Ginnie Mae (GNMA),Not a HOEPA loan,Secured by a first lien,4290.0,58900.0,94.52,1341.0,2328.0,1.0
2016,National Credit Union Administration (NCUA),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,284.0,Not applicable,105.0,122.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,5216.0,66300.0,107.1,1699.0,2623.0,1.0
2016,National Credit Union Administration (NCUA),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,8.0,Not applicable,79.0,51.0,"Life insurance company, credit union, mortgage bank, or finance company",Not a HOEPA loan,Secured by a subordinate lien,6293.0,70200.0,152.19,1962.0,2022.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,134.0,Not applicable,41.0,66.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,7785.0,48400.0,137.85,1852.0,2131.0,0.0
2016,Federal Reserve System (FRS),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",Manufactured housing,Home purchase,1,105.0,Not applicable,135.0,147.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,2719.0,52300.0,103.17,868.0,1242.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),VA-guaranteed (Veterans Administration),One to four-family (other than manufactured housing),Refinancing,1,65.0,Not applicable,510.0,47.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,2698.0,70000.0,89.48,658.0,1131.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,323.0,Not applicable,41.0,126.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,7513.0,71600.0,132.13,1939.0,2706.0,0.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,313.0,Not applicable,71.0,78.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,10799.0,61400.0,128.16,1778.0,2516.0,0.0
2016,Consumer Financial Protection Bureau (CFPB),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Home purchase,1,157.0,Preapproval was not requested,81.0,50.0,Ginnie Mae (GNMA),Not a HOEPA loan,Secured by a first lien,4615.0,58100.0,89.97,1432.0,1995.0,1.0
2016,Federal Deposit Insurance Corporation (FDIC),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home improvement,2,20.0,Not applicable,113.0,143.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,5289.0,63100.0,72.56,1405.0,2350.0,1.0
2016,Department of Housing and Urban Development (HUD),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Home improvement,1,99.0,Not applicable,67.0,15.0,"Commercial bank, savings bank or savings association",Not a HOEPA loan,Secured by a first lien,8135.0,62600.0,92.68,3076.0,3844.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,706.0,Not applicable,35.0,259.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,9478.0,95100.0,231.74,2667.0,2745.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,101.0,Not applicable,85.0,79.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,3700.0,66600.0,102.68,1503.0,1666.0,0.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,373.0,Not applicable,13.0,270.0,Fannie Mae (FNMA),Not a HOEPA loan,Secured by a first lien,2915.0,95100.0,93.53,367.0,1051.0,1.0
2016,Federal Reserve System (FRS),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,394.0,Not applicable,1.0,183.0,"Life insurance company, credit union, mortgage bank, or finance company",Not a HOEPA loan,Secured by a first lien,5233.0,105700.0,82.89,638.0,763.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,800.0,Preapproval was not requested,13.0,187.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,4443.0,93600.0,112.98,452.0,530.0,1.0
2016,Federal Deposit Insurance Corporation (FDIC),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,34.0,Not applicable,81.0,75.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,7427.0,58100.0,102.48,1883.0,2484.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,117.0,Not applicable,75.0,42.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,4719.0,58900.0,109.76,1568.0,2013.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,2,111.0,Not applicable,125.0,73.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,6727.0,57900.0,90.6,1631.0,2504.0,0.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,154.0,Not applicable,181.0,48.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,6016.0,56200.0,135.09,1757.0,2198.0,0.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,62.0,Not applicable,105.0,36.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,4093.0,51800.0,159.38,1222.0,1562.0,0.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,381.0,Not applicable,65.0,155.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,8422.0,61400.0,173.58,1359.0,1636.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,353.0,Not applicable,117.0,210.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,7114.0,62500.0,145.46,2092.0,2552.0,0.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,2,140.0,Not applicable,59.0,70.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,4806.0,105700.0,76.5,1161.0,1498.0,0.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",Manufactured housing,Home purchase,1,53.0,Not applicable,103.0,34.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,5873.0,60000.0,120.1,1468.0,2000.0,0.0
2016,Office of the Comptroller of the Currency (OCC),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,2,64.0,Not applicable,215.0,130.0,Fannie Mae (FNMA),Not a HOEPA loan,Not applicable (purchased loans),3371.0,51800.0,147.1,837.0,1440.0,1.0
2016,Federal Deposit Insurance Corporation (FDIC),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,348.0,Not applicable,133.0,88.0,Other type of purchaser,Not a HOEPA loan,Secured by a first lien,6563.0,70200.0,155.39,2258.0,2697.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,250.0,Not applicable,89.0,396.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,18585.0,82500.0,134.96,5092.0,5558.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,96.0,Not applicable,67.0,46.0,Freddie Mac (FHLMC),Not a HOEPA loan,Not applicable (purchased loans),6934.0,69200.0,167.38,2037.0,2307.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",Manufactured housing,Home purchase,1,291.0,Preapproval was not requested,31.0,103.0,Fannie Mae (FNMA),Not a HOEPA loan,Secured by a first lien,3530.0,51900.0,107.39,1447.0,1934.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,100.0,Not applicable,453.0,46.0,"Commercial bank, savings bank or savings association",Not a HOEPA loan,Secured by a first lien,3859.0,77800.0,61.1,543.0,1310.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,2,248.0,Not applicable,31.0,376.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,3274.0,60300.0,77.92,585.0,1397.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,452.0,Preapproval was not requested,31.0,152.0,Freddie Mac (FHLMC),Not a HOEPA loan,Secured by a first lien,3115.0,80100.0,51.81,741.0,1099.0,1.0
2016,National Credit Union Administration (NCUA),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,162.0,Not applicable,109.0,61.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,4660.0,69000.0,97.62,1144.0,1619.0,0.0
2016,Department of Housing and Urban Development (HUD),VA-guaranteed (Veterans Administration),One to four-family (other than manufactured housing),Home purchase,1,106.0,Not applicable,93.0,48.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,8327.0,52700.0,102.01,2083.0,3128.0,0.0
2016,Department of Housing and Urban Development (HUD),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Home purchase,1,77.0,Not applicable,125.0,25.0,Ginnie Mae (GNMA),Not a HOEPA loan,Secured by a first lien,4806.0,77000.0,73.39,1689.0,2438.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,235.0,Not applicable,453.0,68.0,Freddie Mac (FHLMC),Not a HOEPA loan,Not applicable (purchased loans),1344.0,77800.0,127.18,268.0,390.0,1.0
2016,Department of Housing and Urban Development (HUD),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Home purchase,1,285.0,Not applicable,11.0,134.0,"Life insurance company, credit union, mortgage bank, or finance company",Not a HOEPA loan,Secured by a first lien,5313.0,83100.0,94.32,1714.0,2109.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,137.0,Not applicable,135.0,62.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,9882.0,67200.0,85.2,2750.0,3671.0,0.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,240.0,Not applicable,111.0,89.0,Fannie Mae (FNMA),Not a HOEPA loan,Secured by a first lien,5156.0,88300.0,98.77,1060.0,1463.0,1.0
2016,National Credit Union Administration (NCUA),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home improvement,1,50.0,Not applicable,99.0,83.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a subordinate lien,5183.0,65400.0,85.64,1979.0,1544.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,352.0,Not applicable,103.0,109.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,5669.0,106200.0,96.19,1541.0,2033.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,436.0,Not applicable,65.0,86.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,5102.0,61400.0,192.49,1226.0,1426.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,141.0,Not applicable,173.0,52.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,4442.0,61400.0,126.14,1273.0,1595.0,0.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,184.0,Preapproval was requested,31.0,51.0,Fannie Mae (FNMA),Not a HOEPA loan,Secured by a first lien,3960.0,67000.0,74.75,607.0,890.0,1.0
2016,Department of Housing and Urban Development (HUD),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Home purchase,1,191.0,Preapproval was requested,47.0,64.0,Ginnie Mae (GNMA),Not a HOEPA loan,Secured by a first lien,4444.0,44600.0,90.48,427.0,1809.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,160.0,Not applicable,99.0,37.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,5810.0,56800.0,101.18,1475.0,2034.0,0.0
2016,Office of the Comptroller of the Currency (OCC),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,250.0,Not applicable,173.0,101.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,3708.0,65000.0,123.39,1132.0,1279.0,1.0
2016,Federal Reserve System (FRS),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,54.0,Not applicable,35.0,63.0,Freddie Mac (FHLMC),Not a HOEPA loan,Secured by a first lien,3860.0,52600.0,85.88,895.0,1436.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),VA-guaranteed (Veterans Administration),One to four-family (other than manufactured housing),Home purchase,1,390.0,Preapproval was not requested,15.0,162.0,Ginnie Mae (GNMA),Not a HOEPA loan,Secured by a first lien,5535.0,68800.0,179.93,1795.0,2002.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,2,92.0,Not applicable,31.0,169.0,Fannie Mae (FNMA),Not a HOEPA loan,Secured by a first lien,5447.0,64900.0,77.04,1398.0,2038.0,1.0
2016,National Credit Union Administration (NCUA),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,75.0,Not applicable,101.0,42.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,2337.0,61400.0,72.37,736.0,1114.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,415.0,Not applicable,65.0,135.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,7034.0,61400.0,173.56,1700.0,2122.0,1.0
2016,Federal Reserve System (FRS),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,355.0,Not applicable,97.0,80.0,Fannie Mae (FNMA),Not a HOEPA loan,Secured by a first lien,6669.0,75900.0,102.68,1932.0,2478.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,170.0,Not applicable,121.0,35.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,5022.0,67200.0,119.18,1388.0,1389.0,0.0
2016,Department of Housing and Urban Development (HUD),VA-guaranteed (Veterans Administration),One to four-family (other than manufactured housing),Refinancing,1,526.0,Not applicable,59.0,105.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,5045.0,85000.0,94.96,1062.0,1185.0,0.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,60.0,Not applicable,510.0,30.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,1846.0,86700.0,42.99,178.0,943.0,0.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,798.0,Not applicable,31.0,285.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,6013.0,74700.0,248.36,2222.0,132.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,2,182.0,Preapproval was not requested,47.0,105.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,6520.0,61200.0,122.28,2538.0,4350.0,0.0
2016,Department of Housing and Urban Development (HUD),VA-guaranteed (Veterans Administration),One to four-family (other than manufactured housing),Home purchase,1,483.0,Not applicable,5.0,135.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,4294.0,80100.0,122.93,980.0,1156.0,0.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,191.0,Not applicable,231.0,71.0,Freddie Mac (FHLMC),Not a HOEPA loan,Not applicable (purchased loans),7388.0,71700.0,99.52,1969.0,2580.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,152.0,Not applicable,3.0,51.0,Fannie Mae (FNMA),Not a HOEPA loan,Not applicable (purchased loans),6403.0,85200.0,103.6,1935.0,2097.0,1.0
2016,Federal Deposit Insurance Corporation (FDIC),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,303.0,Preapproval was not requested,15.0,95.0,"Life insurance company, credit union, mortgage bank, or finance company",Not a HOEPA loan,Secured by a first lien,5792.0,68000.0,145.84,1898.0,2168.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,90.0,Not applicable,189.0,56.0,Fannie Mae (FNMA),Not a HOEPA loan,Secured by a first lien,2253.0,58500.0,104.47,815.0,1140.0,1.0
2016,Department of Housing and Urban Development (HUD),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Home purchase,1,132.0,Not applicable,1.0,39.0,Ginnie Mae (GNMA),Not a HOEPA loan,Not applicable (purchased loans),4759.0,62200.0,134.2,1231.0,1559.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,63.0,Not applicable,27.0,39.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,6284.0,44800.0,75.44,1271.0,2219.0,0.0
2016,Federal Reserve System (FRS),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,50.0,Not applicable,145.0,29.0,"Commercial bank, savings bank or savings association",Not a HOEPA loan,Secured by a first lien,4157.0,44700.0,88.51,868.0,1766.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home improvement,1,120.0,Not applicable,57.0,62.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,6187.0,59200.0,127.03,1571.0,2084.0,1.0
2016,Department of Housing and Urban Development (HUD),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Home purchase,1,108.0,Preapproval was not requested,201.0,39.0,Ginnie Mae (GNMA),Not a HOEPA loan,Secured by a first lien,4383.0,68000.0,66.2,906.0,1332.0,1.0
2016,Department of Housing and Urban Development (HUD),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Refinancing,1,158.0,Not applicable,59.0,26.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,3464.0,85200.0,75.28,1090.0,1323.0,0.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,416.0,Not applicable,59.0,123.0,Fannie Mae (FNMA),Not a HOEPA loan,Not applicable (purchased loans),6708.0,105700.0,180.37,1771.0,2246.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,400.0,Not applicable,59.0,74.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,3936.0,85000.0,93.88,725.0,987.0,0.0
2016,Federal Deposit Insurance Corporation (FDIC),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,259.0,Not applicable,33.0,90.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,8470.0,64100.0,158.19,1835.0,2373.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,2,120.0,Not applicable,61.0,139.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,2879.0,69900.0,113.35,1039.0,1229.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,380.0,Not applicable,81.0,96.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,6252.0,104700.0,88.19,1269.0,1624.0,0.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,256.0,Not applicable,33.0,130.0,Freddie Mac (FHLMC),Not a HOEPA loan,Secured by a first lien,3329.0,90300.0,126.71,1008.0,1245.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,230.0,Not applicable,37.0,67.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,5889.0,62400.0,132.17,1847.0,551.0,0.0
2016,Federal Reserve System (FRS),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home improvement,1,4.0,Not applicable,63.0,32.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Not secured by a lien,7448.0,61600.0,129.03,2312.0,2858.0,1.0
